,city,temperature,humidity,clouds,wind_speed,lat,lon
0,punta arenas,18.77,94,12,2.31,-73.37528793348591,-85.73184121165635
1,busselton,32.41,98,68,12.26,-64.4286131893829,91.62717633307653
2,kapaa,80.83,100,24,8.41,11.358583432000017,-179.92210986170315
3,baturaja,89.65,53,80,5.31,-3.8682178778523735,104.61441595753661
4,jieznas,19.42,85,90,5.1,54.55528998418623,24.270717938014684
5,arraial do cabo,34.25,100,88,15.06,-57.39160604464813,-18.44208309315539
6,dikson,-6.61,89,76,15.06,88.40485160713877,76.3170715942378
7,new norfolk,-24.25,73,0,5.01,-83.75911095262445,127.57756031685841
8,albany,-24.25,71,0,4.81,-83.86892987897303,113.619217663636
9,severo-kurilsk,60.8,100,92,14.36,32.17203554979892,167.27086629812538
10,rikitea,64.58,100,80,1.01,-37.58345696396302,-130.53344634588868
11,cherskiy,-1.21,80,68,8.71,75.93030752095359,158.78497498376345
12,jadu,53.6,40,0,6.51,31.586348682377363,12.169624352869619
13,bredasdorp,42.08,91,92,11.66,-50.37414890139757,20.637309971400242
14,hobart,37.62,97,92,7.91,-62.61498206079431,142.02468619265596
15,olafsvik,37.4,100,48,16.96,60.45501610371346,-28.080436758442744
16,klaksvik,-7.37,93,92,12.46,80.01688410595861,-5.519777076316075
17,fethiye,58.15,100,36,2.56,36.08043036742224,28.81316784159418
18,te anau,62.42,91,20,10.86,-45.056547555431784,158.09960012325996
19,honningsvag,32.41,100,76,17.91,75.08290783088154,26.49330573439795
20,victoria,83.48,100,24,3.26,-4.325234762394274,62.540283084877785
21,skjervoy,28.62,100,44,2.66,71.71633640762829,19.772428910617748
22,lucapa,78.67,80,8,1.51,-8.286747229345451,18.57709208125482
23,severobaykalsk,1.36,65,32,2.01,54.938230059837394,109.14367945221682
24,barranca,74.84,95,20,0.71,-4.508249537434793,-76.2982684813711
25,menongue,80.2,63,32,2.46,-15.566141687251587,17.818505375421182
26,burns lake,22.15,75,80,0.76,52.540438131159476,-126.55503939331788
27,alice springs,90.28,33,48,5.36,-25.442330440539294,133.53098057794006
28,ye,87.8,57,0,2.31,15.595334549699444,97.78239151129611
29,tasiilaq,-14.12,58,32,11.31,67.99048632233266,-37.1706022327096
30,attawapiskat,-23.3,70,12,5.16,60.02890691648594,-87.06042827251662
31,mehamn,18.14,87,8,5.26,79.5975394180669,28.794785830796144
32,georgetown,80.42,100,76,5.86,-6.176501820212437,-15.345277455221975
33,paamiut,-6.16,69,44,4.91,63.80957259388049,-48.55147078955645
34,yumen,28.49,40,24,2.76,36.52023944766749,96.11928152139467
35,parlakimidi,75.61,58,92,2.11,18.818687241422566,84.13366019395369
36,castro,45.95,100,80,16.96,-52.54371758201582,-102.18770754959318
37,mataura,41.86,100,44,11.41,-55.64951063030376,-154.7769065805692
38,fomboni,82.4,100,12,6.21,-14.552831008996748,43.37368625385449
39,makat,30.97,92,76,7.61,47.52989399675758,54.424408230617985
40,sao joao da barra,66.97,100,100,5.21,-34.242920154846864,-21.91753498410128
41,rostovka,-12.37,80,0,1.51,55.38938137973037,71.55522556383875
42,coquimbo,66.29,100,0,9.41,-28.92485420717437,-76.62784840030933
43,terrace,8.87,74,56,1.36,57.63834412193384,-129.35686708838972
44,villa maria,75.83,95,36,2.76,-32.32809078825851,-63.21187286637023
45,khatanga,-22.18,66,0,1.61,80.24496030581466,99.41984491032338
46,dali,51.62,28,20,1.41,26.911480564141,99.3060959981247
47,tautira,78.08,100,88,9.31,-14.871457305294314,-146.21136165373025
48,jamestown,75.92,100,88,5.61,-18.351697916869895,-13.558398244139482
49,daru,81.68,100,80,8.81,-13.152434389142073,143.82888750607697
50,carnarvon,76.6,100,48,7.26,-21.097643462230934,101.66099663886706
51,chara,-6.97,72,48,1.16,59.45887574970746,118.74987075998536
52,thompson,-9.4,83,90,3.1,53.806719594507285,-97.74507303539103
53,upington,92.62,25,0,8.61,-28.018587836979293,21.907905493001806
54,norman wells,-7.96,55,0,1.31,61.82724629952406,-126.63393942440098
55,atuona,79.43,100,76,9.51,-13.190683217887283,-129.65085792319158
56,sataua,82.0,100,48,3.21,-11.265467257500916,-173.05064239246772
57,palembang,87.8,66,75,5.1,-2.897083408704134,104.50743106288792
58,mwense,70.97,95,92,1.76,-10.61887757419889,27.88442493736943
59,jaguaruna,80.92,96,0,9.96,-29.13589734003334,-48.81682537604377
60,hofn,43.43,100,48,12.11,59.40745796666829,-14.784878162865368
61,ancud,59.23,99,88,7.51,-41.27819964273196,-103.29173203133537
62,kaitangata,25.93,100,36,0.81,-76.47401042916569,179.2515249274917
63,canora,6.8,77,90,4.1,51.46160695379143,-102.89854643759945
64,upernavik,-45.8,0,0,2.31,81.04236317910818,-50.34092416909215
65,ushuaia,27.1,99,80,6.81,-72.14688323641757,-50.318275862630685
66,east london,64.36,100,44,4.56,-38.91533389488443,31.133112663567886
67,nanakuli,81.5,100,44,7.06,7.486348439297316,-167.1092169574201
68,salihli,50.0,81,40,3.6,38.492416460789656,28.33842270485988
69,taolanaro,35.24,93,88,9.76,-59.73316481683807,62.267302440850244
70,lavrentiya,0.5,85,88,16.11,76.78662815032251,-169.67316750978446
71,hermanus,-1.57,84,44,6.46,-80.92063499466164,2.594841564575546
72,yellowknife,-26.72,42,20,6.46,70.70076586164717,-108.07454881410362
73,saskylakh,-17.86,79,24,5.61,85.28471906268064,118.82398766510613
74,la ronge,-31.45,52,12,9.16,62.592112425022066,-105.35155263887786
75,nemuro,51.31,100,32,8.31,35.513923656216605,151.89476491467195
76,korostyshiv,18.5,91,88,5.61,50.31809944352821,29.09150599675243
77,arkhangelskoye,-2.2,64,0,1.0,54.013857860198044,56.23076381859832
78,lufilufi,83.75,100,100,6.16,-6.209621664813909,-167.55207745454857
79,airai,81.91,100,56,6.01,6.9980976241912884,139.52247358000267
80,merauke,77.32,100,92,7.81,-8.660773851211815,138.9891440544921
81,codrington,70.34,100,36,10.26,26.744280022815317,-45.63990803941212
82,bluff,-19.07,62,0,1.41,-83.54120468785668,157.87566378792764
83,cidreira,51.44,100,0,3.86,-44.92489762411172,-36.89353248483866
84,ocala,43.39,100,100,2.6,29.44743983789084,-82.1125387486493
85,elko,28.94,81,1,1.06,40.99680290271567,-116.04565515408994
86,virginia beach,57.42,100,100,12.61,34.865655985612634,-70.40370718714968
87,provideniya,50.77,84,48,15.31,42.80824568411796,-178.91966562188773
88,cape town,32.09,100,80,8.96,-67.02504806230033,-6.620515946758587
89,palabuhanratu,80.87,100,20,6.91,-11.28968157372374,104.9422968492176
90,havoysund,16.3,78,0,5.31,78.61357298274964,24.47131730329815
91,puerto quijarro,72.1,97,68,4.16,-18.098362135920354,-57.11854546340042
92,bosaso,77.68,99,0,8.61,12.205033943692257,49.26821574596735
93,port elizabeth,37.72,96,80,16.11,-54.1532718847042,28.770986262488464
94,salalah,83.53,32,0,5.86,18.72897357851521,50.434305421703726
95,ribeira grande,47.71,100,92,11.76,47.86191596090495,-38.6446609301064
96,volchanets,32.09,100,0,11.21,42.88538853465184,132.7710455045928
97,tuggurt,48.2,70,0,1.5,34.108665018023316,6.683481307460539
98,road town,78.31,98,0,8.71,18.4571101422884,-64.25984552262518
